name,tier1_aroma,tier2_taste,tier3_mouthfeel,leaves,sources,key_pairings,pairing_principles,chemistry_notes
garlic,green,pungent|umami,,pungent|sulfurous|garlic|green|savory|sharp,curated-2026;tgsc;chem-lit,extra-virgin olive oil|marinara sauce|chicken stock|ginger-garlic|pasta sauce,allicin/disulfides; an umami booster and Maillard partner across the allium family,"dominant=allicin, diallyl disulfide, allyl methyl sulfide; CIDs: allicin=65036, diallyl disulfide=16590"
onion,green,pungent|sweet|umami,,pungent|sulfurous|sweet|savory|green|onion,curated-2026;tgsc;chem-lit,onion powder|onion soup|chicken stock|marinara sauce|beef stock,"sulfur volatiles raw, caramelization sweet-umami cooked; the base of countless dishes","dominant=propanethial S-oxide, dipropyl disulfide; (cooked) fructan sweetness; CIDs: propanethial s-oxide=441491"
tomato,fruity,umami|sweet|sour,,green|fruity|umami|fresh|tomato|sweet,curated-2026;tgsc;chem-lit,extra-virgin olive oil|marinara sauce|tomato juice|pizza sauce,glutamate umami + green hexenal + sugars; balances Maillard and acid (a phantom node everyone already pairs with),"dominant=glutamate (umami), (Z)-3-hexenal, beta-ionone; CIDs: (z)-3-hexenal=643941, glutamate=33032"
parmesan,fatty,umami|sour,,umami|nutty|savory|sharp|aged|butyric,curated-2026;tgsc;chem-lit,marinara sauce|pasta sauce|extra-virgin olive oil|pine nut|lasagna noodle,free glutamate + branched acids; an umami amplifier (referenced in dozens of rows but was never a node),"dominant=glutamate, butyric acid, methyl ketones, tyrosine crystals; CIDs: glutamate=33032"
mushroom,woody,umami,,earthy|umami|woody|savory|mushroom|fungal,curated-2026;tgsc;chem-lit,chicken stock|cream of mushroom soup|shiitake mushroom|porcini|marsala wine,1-octen-3-ol earthy note + glutamate/guanylate umami synergy with stock,"dominant=1-octen-3-ol, glutamate, guanylate (umami synergy); CIDs: 1-octen-3-ol=18827, glutamate=33032, guanylate=135398631"
pesto,green,spicy|umami|sour,oily,,curated-2026;tgsc;composite,pine nut|extra-virgin olive oil|penne pasta|rotini pasta|marinara sauce,basil + EVOO + parmesan + pine nut + garlic emulsion,"confidence=medium (composite); notes inherited from basil (linalool/eugenol) + parmesan (glutamate); CIDs: eugenol=3314, glutamate=33032, linalool=6549"
chimichurri,green,sour|spicy,oily,,curated-2026;tgsc;composite,flat-leaf parsley|extra-virgin olive oil|serrano chili|cider vinegar,parsley + oregano + garlic in acid and oil; herbaceous-pungent sauce for grilled meat,confidence=medium (composite)
lemon,fruity,sour,,citrus|lemon|fresh|peel|bright|floral,curated-2026;tgsc;chem-lit,lemon juice|lemon rind|extra-virgin olive oil|chicken stock,"limonene + citral; universal acid-bright lift for fish, dressings, sweets","dominant=limonene, citral, beta-pinene; CIDs: beta-pinene=14896, citral=638011, limonene=22311"
orange,fruity,sweet|sour,juicy,citrus|orange|sweet|fresh|peel|floral,curated-2026;tgsc;chem-lit,orange rind|orange marmalade|cranberry sauce|cane sugar,"limonene + aldehydes; sweet citrus bridge to cranberry, chocolate and warm spice","dominant=limonene, octanal, linalool; CIDs: limonene=22311, linalool=6549, octanal=454"
grapefruit,fruity,sour|bitter,juicy,citrus|grapefruit|bitter|fresh|tart|sulfury,curated-2026;tgsc;chem-lit,orange|lemon|gin|cane sugar,nootkatone + thiol; bitter-citrus partner for gin and other citrus,"dominant=nootkatone, limonene, 1-p-menthene-8-thiol; CIDs: limonene=22311, nootkatone=1268142"
bergamot,fruity,sour,,citrus|bergamot|floral|tea|fresh|peel,curated-2026;tgsc;chem-lit,orange|lemon|gin|cane sugar,linalyl acetate gives the Earl-Grey floral-citrus note,"dominant=linalyl acetate, limonene, linalool; CIDs: limonene=22311, linalool=6549, linalyl acetate=8294"
yuzu,fruity,sour,,citrus|yuzu|floral|fresh|peel|tart,curated-2026;tgsc;chem-lit,rice vinegar|soya sauce|lime juice|ginger paste,floral citrus that bridges Japanese soy/vinegar seasonings,"dominant=limonene, yuzunone, linalool; CIDs: limonene=22311, linalool=6549"
lime,fruity,sour,,citrus|lime|fresh|peel|tart|zesty,curated-2026;tgsc;chem-lit,lime juice|lime wedge|tequila|cilantro,limonene + citral; the cilantro/chile/tequila axis,"dominant=limonene, citral, terpinolene; CIDs: citral=638011, limonene=22311"
mandarin,fruity,sweet,juicy,citrus|mandarin|sweet|fresh|peel|candy,curated-2026;tgsc;chem-lit,orange|cane sugar|cranberry juice|simple syrup,sweet low-acid citrus; methyl anthranilate gives its candy note,"dominant=limonene, gamma-terpinene, methyl N-methylanthranilate; CIDs: limonene=22311"
apple,fruity,sweet|sour,crisp,fruity|apple|fresh|crisp|green|cider,curated-2026;tgsc;chem-lit,cinnamon|cider vinegar|apple cider vinegar|raisin,ester + hexenal; the cinnamon/cider partner,"dominant=hexyl acetate, 2-methylbutyl acetate, (E)-2-hexenal; CIDs: (e)-2-hexenal=5281168"
pear,fruity,sweet,juicy,fruity|pear|sweet|floral|fresh|honey,curated-2026;tgsc;chem-lit,cinnamon|cane sugar|brandy|walnut oil,decadienoate ester gives the pear note; affinity to nuts and aged spirits,"dominant=ethyl (E,Z)-2,4-decadienoate, hexyl acetate"
quince,fruity,sour|astringent,,fruity|quince|floral|honey|apple|rose,curated-2026;tgsc;chem-lit,cinnamon|cane sugar|apple|clove,apple-rose ester profile; cooks to a fragrant paste with warm spice,"dominant=megastigmadienones, theaspirane, ethyl esters"
strawberry,fruity,sweet|sour,juicy,fruity|strawberry|sweet|jammy|green|candy,curated-2026;tgsc;chem-lit,cane sugar|whipped cream|white balsamic vinegar|condensed milk,furaneol candy-jam note; balsamic and cream are classic foils,"dominant=furaneol, methyl anthranilate, ethyl butanoate; CIDs: furaneol=19309, methyl anthranilate=8635"
raspberry,fruity,sweet|sour,,fruity|raspberry|floral|jammy|sweet|tart,curated-2026;tgsc;chem-lit,cane sugar|white chocolate|whipped cream|chocolate syrup,raspberry ketone + ionones; floral-berry partner to chocolate,"dominant=raspberry ketone, ionones, beta-damascenone; CIDs: beta-damascenone=5366074, raspberry ketone=21648"
blackberry,fruity,sweet|sour,,fruity|blackberry|jammy|deep|floral|tart,curated-2026;tgsc;chem-lit,cane sugar|bourbon|brandy|whipped cream,deep ionone-jam profile; pairs with aged spirits,"dominant=2-heptanone, ionones, furaneol; CIDs: furaneol=19309"
blueberry,fruity,sweet,,fruity|blueberry|sweet|jammy|floral|fresh,curated-2026;tgsc;chem-lit,cane sugar|lemon juice|cinnamon|whipped cream,linalool-leaning berry; lemon and cinnamon lift it,"dominant=(E)-2-hexenal, linalool, esters; CIDs: (e)-2-hexenal=5281168, linalool=6549"
fig,fruity,sweet,,fruity|fig|green|jammy|honey|sweet,curated-2026;tgsc;chem-lit,goat cheese|white balsamic vinegar|walnut oil|brandy,green-honey jam profile; the goat-cheese/balsamic/nut triangle,"dominant=benzaldehyde, (E)-2-hexenal, linalool; CIDs: (e)-2-hexenal=5281168, benzaldehyde=240, linalool=6549"
date,fruity,sweet,,fruity|date|caramel|sweet|deep|honey,curated-2026;tgsc;chem-lit,cane sugar|cinnamon|tahini|walnut oil,caramel-furanone sweetness; pairs with tahini and warm spice,"dominant=furanones, 5-HMF, caramel volatiles"
pomegranate,fruity,sour|astringent|sweet,juicy,fruity|pomegranate|tart|tannic|fresh|berry,curated-2026;tgsc;chem-lit,lemon juice|cane sugar|mint|walnut oil,tannin astringency + tart-sweet; the Levantine herb/nut partner,"dominant=ellagitannins (astringency), anthocyanins, pinene"
passion fruit,fruity,sour|sweet,,fruity|passionfruit|tropical|tart|sulfury|floral,curated-2026;tgsc;chem-lit,cane sugar|lime juice|mangoe|coconut cream,sulfur-ester tropical bomb; tames into cream and coconut,"dominant=passion-fruit esters (ethyl hexanoate), sulfur thiols"
potato,woody,umami,,earthy|potato|starchy|nutty|mild|savory,curated-2026;tgsc;chem-lit,chicken stock|cream of celery soup|sweet butter|cream of mushroom soup,methional + pyrazines; a neutral starchy umami carrier,"dominant=methional, pyrazines, 2-acetyl-1-pyrroline; CIDs: 2-acetyl-1-pyrroline=522834, methional=18635"
sweet potato,woody,sweet,,sweet|earthy|caramel|nutty|maple|root,curated-2026;tgsc;chem-lit,cinnamon|nutmeg|golden brown sugar|pumpkin pie spice,maltol sweetness; the warm-spice and brown-sugar partner,"dominant=maltol, beta-ionone, methional; CIDs: maltol=8369, methional=18635"
carrot,woody,sweet,crunchy,sweet|earthy|carrot|terpene|root|green,curated-2026;tgsc;chem-lit,chicken stock|baby carrot|onion|butternut squash,carotene-derived terpenes + sugars; mirepoix base with onion and celery,"dominant=beta-carotene, terpinolene, caryophyllene"
celery,green,,crisp,green|celery|herbal|peppery|fresh|aromatic,curated-2026;tgsc;chem-lit,celery salt|chicken stock|onion|carrot,phthalides give the savory-green note; the third leg of mirepoix,"dominant=3-butylphthalide, limonene, beta-selinene; CIDs: limonene=22311"
cucumber,green,,crisp,green|cucumber|fresh|melon|watery|cooling,curated-2026;tgsc;chem-lit,dill|rice vinegar|greek yogurt|mint,nonadienal gives the clean cooling note; dill and yogurt are classic,"dominant=(E,Z)-2,6-nonadienal, (E)-2-nonenal; CIDs: (e)-2-nonenal=5283335, (e,z)-2,6-nonadienal=643731"
tzatziki,green,sour|umami,smooth,,curated-2026;tgsc;composite,greek yogurt|cucumber|dill|garlic,yogurt + cucumber + garlic + dill + lemon,confidence=medium (composite)
aioli,fatty,umami|sour,smooth,,curated-2026;tgsc;composite,garlic|extra-virgin olive oil|lemon juice|egg yolk,garlic emulsified into oil and egg yolk,confidence=medium (composite)
almond,fatty,sweet|bitter,crunchy,nutty|almond|marzipan|sweet|benzaldehyde|woody,curated-2026;tgsc;chem-lit,almond extract|cane sugar|cherry pie filling|white chocolate,benzaldehyde marzipan note; the cherry and stone-fruit partner,"dominant=benzaldehyde, hexanal; CIDs: benzaldehyde=240"
hazelnut,fatty,sweet,crunchy,nutty|hazelnut|roasted|sweet|praline|woody,curated-2026;tgsc;chem-lit,milk chocolate|espresso powder|cane sugar|golden brown sugar,filbertone + pyrazines; the chocolate-coffee praline axis,"dominant=filbertone, pyrazines"
walnut,fatty,bitter,crunchy,nutty|walnut|woody|bitter|earthy|tannic,curated-2026;tgsc;chem-lit,walnut oil|goat cheese|cane sugar|coffee liqueur,tannic-bitter nut; pairs with blue/goat cheese and figs,"dominant=juglone, (E,E)-2,4-decadienal, pyrazines; CIDs: (e,e)-2,4-decadienal=5283349"
pecan,fatty,sweet,crunchy,nutty|pecan|buttery|sweet|maple|roasted,curated-2026;tgsc;chem-lit,golden brown sugar|caramel sauce|bourbon|sweet butter,buttery sweet nut; the caramel/bourbon/maple partner,"dominant=pyrazines, hexanal"
pistachio,fatty,sweet,crunchy,nutty|pistachio|green|sweet|buttery|resinous,curated-2026;tgsc;chem-lit,cane sugar|white chocolate|cardamom|mascarpone cheese,green-sweet nut; the cardamom/rose dessert axis,"dominant=terpenes, pyrazines"
cashew,fatty,sweet,crunchy,nutty|cashew|buttery|mild|sweet|creamy,curated-2026;tgsc;chem-lit,coconut cream|cane sugar|curry|red curry,mild buttery nut; thickens curries and sweets,"dominant=hexanal, pyrazines"
macadamia,fatty,sweet,crunchy,nutty|macadamia|buttery|rich|sweet|coconut,curated-2026;tgsc;chem-lit,white chocolate|cane sugar|coconut cream|caramel sauce,lactone-rich buttery nut; coconut and white chocolate partner,"dominant=lactones, hexanal"
chestnut,fatty,sweet,,nutty|chestnut|sweet|starchy|earthy|woody,curated-2026;tgsc;chem-lit,sweet butter|brandy|cane sugar|sage,starchy-sweet nut; the brown-butter and sage partner,"dominant=furans, pyrazines"
pumpkin seed,fatty,bitter|umami,crunchy,nutty|green|roasted|earthy|seed|oily,curated-2026;tgsc;chem-lit,pumpkin puree|pumpkin pie spice|cane sugar|chili powder,roasted green-seed note; the squash and chile partner,"dominant=pyrazines, hexanal"
hemp seed,fatty,bitter,crunchy,nutty|green|grassy|hemp|seed|earthy,curated-2026;tgsc;chem-lit,almond milk|flaxseed|soymilk|nutritional yeast,grassy omega-rich seed; folds into plant-milk and vegan bases,"dominant=omega fatty acids, hexanal"
chia seed,fatty,,,mild|nutty|seed|neutral|earthy|oily,curated-2026;tgsc;chem-lit,almond milk|flaxseed|coconut sugar|soymilk,near-neutral gelling seed; a textural carrier in plant bases,"dominant=alpha-linolenic acid, neutral volatiles"
rose,floral,sweet|astringent,,floral|rose|sweet|fresh|honey|geranium,curated-2026;tgsc;chem-lit,cardamom|cane sugar|white chocolate|lemon juice,citronellol/geraniol + damascenone; the cardamom/pistachio dessert axis,"dominant=citronellol, geraniol, rose oxide, beta-damascenone; CIDs: beta-damascenone=5366074, citronellol=8842, geraniol=637566"
lavender,floral,bitter,,floral|lavender|herbal|camphor|sweet|fresh,curated-2026;tgsc;chem-lit,cane sugar|lemon juice|blueberry|cardamom,"linalool/linalyl acetate; honey, lemon and berry are foils","dominant=linalool, linalyl acetate, camphor; CIDs: camphor=2537, linalool=6549, linalyl acetate=8294"
jasmine,floral,bitter,,floral|jasmine|sweet|green|indolic|tea,curated-2026;tgsc;chem-lit,cane sugar|simple syrup|rice noodle|coconut cream,indole-jasmone heady floral; scents rice and sweets,"dominant=benzyl acetate, linalool, indole, jasmone; CIDs: benzyl acetate=8785, indole=798, jasmone=1549018, linalool=6549"
orange blossom,floral,sweet|bitter,,floral|orange blossom|citrus|sweet|honey|neroli,curated-2026;tgsc;chem-lit,orange|cane sugar|simple syrup|almond extract,neroli floral-citrus; almond and honey partner in pastry,"dominant=linalool, nerolidol, methyl anthranilate; CIDs: linalool=6549, methyl anthranilate=8635"
elderflower,floral,sweet,,floral|elderflower|muscat|sweet|fresh|honey,curated-2026;tgsc;chem-lit,lemon juice|gin|simple syrup|cane sugar,muscat-rose-oxide floral; the gin and lemon cordial axis,"dominant=cis-rose oxide, linalool, nerol; CIDs: linalool=6549"
hibiscus,fruity,sour|astringent,,floral|tart|cranberry|fruity|red|fresh,curated-2026;tgsc;chem-lit,lemon juice|cane sugar|cranberry juice|simple syrup,organic-acid tartness + anthocyanin color; a cranberry-like cooler,"dominant=citric & malic acids, anthocyanins"
chamomile,floral,bitter|sweet,,floral|chamomile|herbal|apple|hay|sweet,curated-2026;tgsc;chem-lit,cane sugar|lemon juice|lavender|simple syrup,bisabolol + chamazulene; apple-hay floral for teas and syrups,"dominant=bisabolol, chamazulene, angelic-acid esters; CIDs: bisabolol=10586, chamazulene=10719"
red bell pepper,fruity,sweet,crunchy,green|pepper|sweet|fresh|vegetal|grassy,curated-2026;tgsc;chem-lit,extra-virgin olive oil|onion|tomato|garlic,pyrazine green-sweet note; roasts into romesco and sofrito,"dominant=2-isobutyl-3-methoxypyrazine, beta-ionone"
zucchini,green,,,green|squash|mild|fresh|vegetal|grassy,curated-2026;tgsc;chem-lit,extra-virgin olive oil|garlic|tomato|parmesan,"mild green squash; a neutral carrier for oil, garlic and cheese","dominant=(E,Z)-2,6-nonadienal, hexanal; CIDs: (e,z)-2,6-nonadienal=643731"
eggplant,green,bitter|umami,,green|earthy|mild|vegetal|bitter|smoky,curated-2026;tgsc;chem-lit,extra-virgin olive oil|garlic|tomato|marinara sauce,sponge-like; grills to a smoky guaiacol note,"dominant=phenolics, guaiacol (grilled); CIDs: guaiacol=460"
asparagus,green,umami|bitter,,green|asparagus|sulfury|fresh|vegetal|grassy,curated-2026;tgsc;chem-lit,extra-virgin olive oil|parmesan|lemon juice|egg yolk,sulfur volatiles + glutamate; the lemon-butter-egg partner,"dominant=dimethyl sulfide, asparagusic acid, methanethiol"
avocado,fatty,,smooth,fatty|green|buttery|grassy|mild|creamy,curated-2026;tgsc;chem-lit,lime juice|cilantro|tomato|serrano pepper,buttery fat + green hexenal; the lime/cilantro/chile axis,"dominant=fatty acids, (E)-2-hexenal; CIDs: (e)-2-hexenal=5281168"
guacamole,green,sour|umami,smooth,,curated-2026;tgsc;composite,avocado|lime juice|cilantro|onion,avocado + lime + cilantro + onion + chile,confidence=medium (composite)
romesco,fruity,umami|sour,smooth,,curated-2026;tgsc;composite,red bell pepper|almond|extra-virgin olive oil|sherry vinegar|garlic,roasted pepper + almond + nut + garlic + vinegar,confidence=medium (composite)
star anise,woody,sweet|spicy,,anise|licorice|sweet|woody|warm|spicy,curated-2026;tgsc;chem-lit,cinnamon|clove|fennel seed|soya sauce,trans-anethole; the five-spice and braise partner,"dominant=trans-anethole, foeniculin; CIDs: anethole=637563"
anise seed,green,sweet,crunchy,anise|licorice|sweet|fresh|green|spicy,curated-2026;tgsc;chem-lit,fennel seed|star anise|cane sugar|brandy,anethole sweet-licorice; baking and liqueur partner,"dominant=anethole, estragole; CIDs: anethole=637563, estragole=8815"
mace,woody,spicy|bitter,,warm|woody|nutmeg|sweet|spicy|delicate,curated-2026;tgsc;chem-lit,nutmeg|cinnamon|clove|pumpkin pie spice,the nutmeg aril - same myristicin but finer and brighter,"dominant=myristicin, sabinene; CIDs: myristicin=4276, sabinene=18818"
juniper berry,woody,bitter,,pine|resinous|woody|gin|fresh|green,curated-2026;tgsc;chem-lit,gin|rosemary|bay leaf|pork loin,pinene resin; the gin and game-meat partner,"dominant=alpha-pinene, myrcene, sabinene; CIDs: alpha-pinene=6654, sabinene=18818"
sumac,fruity,sour|astringent,powdery,tart|lemon|fruity|astringent|red|earthy,curated-2026;tgsc;chem-lit,lemon juice|extra-virgin olive oil|sesame|onion,malic-acid tartness; the za'atar and Levantine partner,"dominant=malic acid, tannins"
paprika,woody,sweet|pungent,powdery,sweet|pepper|smoky|warm|red|earthy,curated-2026;tgsc;chem-lit,chili powder|cayenne pepper|onion powder|garlic,sweet capsicum color + mild warmth; the rub and stew partner,"dominant=capsanthin (color), carotenoids; CIDs: capsanthin=5281228"
smoked paprika,woody,sweet|bitter,powdery,smoky|sweet|pepper|wood|warm|earthy,curated-2026;tgsc;chem-lit,paprika|chorizo sausage|garlic|onion,guaiacol smoke over sweet capsicum; the chorizo and bean partner,"dominant=guaiacol, capsanthin; CIDs: capsanthin=5281228, guaiacol=460"
turmeric,woody,bitter|pungent,powdery,earthy|woody|bitter|ginger|musty|warm,curated-2026;tgsc;chem-lit,cumin powder|coriander powder|ginger paste|garam masala,turmerone earthy-bitter + curcumin color; the masala base,"dominant=curcumin (color), turmerone, ar-turmerone; CIDs: curcumin=969516"
saffron,floral,bitter,,floral|hay|honey|saffron|metallic|earthy,curated-2026;tgsc;chem-lit,long-grain rice|mussel|white fish|chicken stock,"safranal hay-floral; the paella, risotto and bouillabaisse partner","dominant=safranal, picrocrocin, crocin (color); CIDs: safranal=61041"
nigella seed,woody,bitter,crunchy,nutty|peppery|oregano|onion|toasted|seed,curated-2026;tgsc;chem-lit,fennel seed|fenugreek|black mustard seed|curry,thymoquinone peppery-toasted seed; naan and panch phoron partner,"dominant=thymoquinone, p-cymene; CIDs: thymoquinone=10281"
celery seed,green,bitter,crunchy,celery|herbal|warm|bitter|seed|aromatic,curated-2026;tgsc;chem-lit,celery salt|caraway seed|mustard seed|cider vinegar,"concentrated phthalide; the pickle, slaw and bloody-mary partner","dominant=3-butylphthalide, limonene, sedanolide; CIDs: limonene=22311"
galangal,woody,spicy|pungent,,ginger|pine|citrus|sharp|woody|medicinal,curated-2026;tgsc;chem-lit,lemongrass|red curry|unsweetened coconut milk|ginger paste,piney sharper cousin of ginger; the Thai curry trinity with lemongrass,"dominant=galangal acetate, 1,8-cineole; CIDs: 1,8-cineole=2758"
horseradish,green,pungent,,pungent|sharp|sinus|mustard|sulfurous|hot,curated-2026;tgsc;chem-lit,beef stock|low-fat sour cream|mustard powder|crabmeat,isothiocyanate sinus-heat; the roast-beef and seafood partner,dominant=allyl isothiocyanate; CIDs: allyl isothiocyanate=5971
wasabi,green,pungent,,pungent|sharp|sinus|mustard|green|hot,curated-2026;tgsc;chem-lit,soya sauce|rice vinegar|mirin|dark sesame oil,isothiocyanate heat that fades fast; the sushi partner,"dominant=allyl isothiocyanate, 6-MITC; CIDs: allyl isothiocyanate=5971"
pink peppercorn,fruity,sweet|pungent,,fruity|pepper|sweet|piney|floral|resinous,curated-2026;tgsc;chem-lit,black peppercorn|coriander seed|gin|strawberry,sweet-resinous mild pepper; pairs with berries and gin,"dominant=alpha-phellandrene, pinene"
sichuan peppercorn,woody,spicy|pungent,,citrus|numbing|woody|pepper|floral|tingly,curated-2026;tgsc;chem-lit,chili oil|dark sesame oil|soya sauce|star anise,sanshool tingle (not capsaicin heat); the mala partner with chile,"dominant=hydroxy-alpha-sanshool (tingling), limonene; CIDs: hydroxy-alpha-sanshool=10084135, limonene=22311"
vanilla,woody,sweet,,sweet|vanilla|creamy|balsamic|woody|floral,curated-2026;tgsc;chem-lit,cane sugar|whipped cream|white chocolate|condensed milk,vanillin balsamic-sweet; the universal dessert rounding note,"dominant=vanillin, p-hydroxybenzaldehyde; CIDs: benzaldehyde=240, vanillin=1183"
annatto,woody,bitter,powdery,earthy|peppery|nutty|sweet|red|musky,curated-2026;tgsc;chem-lit,long-grain rice|chorizo sausage|adobo sauce|garlic,peppery-earthy seed prized for orange color; the Latin and Filipino partner,"dominant=bixin (color), geranylgeraniol; CIDs: bixin=5281226, geraniol=637566"
shallot,green,pungent|sweet,,onion|sweet|sharp|delicate|savory|green,curated-2026;tgsc;chem-lit,extra-virgin olive oil|sherry vinegar|champagne vinegar|walnut oil,delicate sweet allium; the vinaigrette and pan-sauce base,"dominant=disulfides, propanethial"
leek,green,sweet|umami,,onion|sweet|mild|green|savory|delicate,curated-2026;tgsc;chem-lit,chicken stock|butternut squash|extra-virgin olive oil|potato,mild sweet allium; the potato-leek and braise partner,dominant=disulfides (mild allium)
